order_id,quantity,month_name,day_name,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_name
1,1,Jul,Wednesday,14,20.5,20.5,L,Classic,The Napolitana Pizza
2,2,Jul,Saturday,18,33.0,33.0,M,Supreme,The Italian Supreme Pizza
1,1,Jul,Friday,16,16.0,16.0,M,Veggie,The Green Garden Pizza
2,2,Jun,Saturday,13,19.5,19.5,S,Classic,The Pepperoni Pizza
2,2,Sep,Friday,20,40.5,40.5,L,Veggie,The Spinach and Feta Pizza
1,1,Oct,Sunday,18,16.5,16.5,L,Classic,The Hawaiian Pizza
2,2,Sep,Sunday,13,33.0,33.0,L,Classic,The Hawaiian Pizza
2,2,Nov,Wednesday,12,32.0,32.0,M,Veggie,The Spinach and Feta Pizza
2,2,Sep,Tuesday,19,24.0,24.0,S,Classic,The Big Meat Pizza
2,2,Aug,Monday,18,21.0,21.0,S,Classic,The Hawaiian Pizza
1,1,Nov,Saturday,20,20.5,20.5,L,Classic,The Greek Pizza
1,1,Oct,Wednesday,16,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
2,2,Jul,Saturday,18,32.0,32.0,M,Veggie,The Vegetables + Vegetables Pizza
2,2,Nov,Friday,16,41.5,41.5,L,Chicken,The Southwest Chicken Pizza
1,1,Aug,Friday,22,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,Jul,Sunday,14,20.25,20.25,L,Veggie,The Mexicana Pizza
2,2,Aug,Tuesday,11,33.5,33.5,M,Chicken,The California Chicken Pizza
1,1,Sep,Monday,19,12.0,12.0,S,Classic,The Big Meat Pizza
1,1,Nov,Tuesday,12,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
1,1,Oct,Thursday,14,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,Nov,Thursday,13,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
1,1,Jul,Wednesday,18,13.25,13.25,M,Classic,The Hawaiian Pizza
1,1,Nov,Tuesday,18,16.75,16.75,M,Chicken,The Thai Chicken Pizza
1,1,Nov,Saturday,22,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
2,2,Jul,Monday,17,24.0,24.0,S,Classic,The Classic Deluxe Pizza
2,2,Jun,Wednesday,19,33.0,33.0,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Sep,Sunday,12,20.5,20.5,L,Classic,The Greek Pizza
2,2,Jul,Sunday,12,40.5,40.5,L,Veggie,The Mexicana Pizza
2,2,Nov,Thursday,16,41.5,41.5,L,Veggie,The Spinach Pesto Pizza
2,2,Nov,Thursday,14,33.0,33.0,M,Supreme,The Spicy Italian Pizza
1,1,Aug,Sunday,18,17.950000762939453,17.950000762939453,L,Veggie,The Four Cheese Pizza
1,1,Jul,Wednesday,20,16.0,16.0,M,Veggie,The Green Garden Pizza
1,1,Oct,Wednesday,18,12.0,12.0,S,Classic,The Big Meat Pizza
2,2,Aug,Sunday,12,41.5,41.5,L,Chicken,The Thai Chicken Pizza
1,1,Sep,Sunday,17,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1,1,Oct,Thursday,20,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1,1,Sep,Wednesday,14,16.25,16.25,M,Supreme,The Sicilian Pizza
1,1,Oct,Tuesday,14,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1,1,Jul,Sunday,20,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Aug,Wednesday,22,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,Oct,Friday,19,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
1,1,Sep,Sunday,16,20.75,20.75,L,Chicken,The Chicken Alfredo Pizza
1,1,Nov,Friday,20,12.25,12.25,S,Supreme,The Sicilian Pizza
2,2,Aug,Wednesday,16,41.0,41.0,L,Classic,The Napolitana Pizza
1,1,Nov,Saturday,13,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
2,2,Aug,Wednesday,16,25.5,25.5,S,Veggie,The Italian Vegetables Pizza
1,1,Sep,Wednesday,20,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1,1,Aug,Tuesday,17,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1,1,Jul,Saturday,22,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1,1,Nov,Wednesday,18,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1,1,Jul,Sunday,13,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
1,1,Nov,Sunday,20,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1,1,Jul,Monday,20,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
1,1,Nov,Sunday,15,12.5,12.5,M,Classic,The Pepperoni Pizza
1,1,Oct,Thursday,11,12.0,12.0,S,Veggie,The Mediterranean Pizza
1,1,Jul,Sunday,18,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,Aug,Sunday,15,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1,1,Jul,Sunday,13,12.0,12.0,S,Veggie,The Mexicana Pizza
3,3,Dec,Thursday,20,44.25,44.25,M,Veggie,The Four Cheese Pizza
2,2,Dec,Tuesday,19,41.0,41.0,L,Classic,The Italian Capocollo Pizza
2,2,Dec,Thursday,17,41.5,41.5,L,Chicken,The Southwest Chicken Pizza
1,2,Dec,Friday,12,16.5,33.0,M,Supreme,The Italian Supreme Pizza
1,1,Dec,Sunday,17,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,Dec,Sunday,17,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,Dec,Wednesday,15,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1,1,Dec,Saturday,21,25.5,25.5,XL,Classic,The Greek Pizza
1,1,Feb,Friday,13,12.0,12.0,S,Veggie,The Green Garden Pizza
1,1,May,Thursday,20,23.649999618530273,23.649999618530273,S,Supreme,The Brie Carre Pizza
3,3,Mar,Saturday,21,62.25,62.25,L,Chicken,The Southwest Chicken Pizza
4,4,Mar,Tuesday,13,83.0,83.0,L,Supreme,The Italian Supreme Pizza
2,2,Apr,Monday,18,41.0,41.0,L,Classic,The Greek Pizza
1,1,Feb,Friday,14,9.75,9.75,S,Classic,The Pepperoni Pizza
1,1,Jan,Saturday,15,23.649999618530273,23.649999618530273,S,Supreme,The Brie Carre Pizza
2,2,May,Friday,19,25.5,25.5,S,Chicken,The California Chicken Pizza
4,5,Mar,Friday,17,48.0,60.0,S,Classic,The Big Meat Pizza
1,1,Feb,Friday,15,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,Mar,Friday,18,25.5,25.5,XL,Classic,The Greek Pizza
1,1,Feb,Saturday,15,20.25,20.25,L,Supreme,The Sicilian Pizza
1,1,Apr,Thursday,22,12.0,12.0,S,Veggie,The Green Garden Pizza
2,2,May,Tuesday,13,40.5,40.5,L,Veggie,The Mexicana Pizza
3,3,Jan,Saturday,18,62.25,62.25,L,Supreme,The Prosciutto and Arugula Pizza
2,2,Mar,Saturday,13,24.5,24.5,S,Supreme,The Sicilian Pizza
2,2,Apr,Saturday,15,29.0,29.0,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,3,Mar,Tuesday,16,40.5,60.75,L,Supreme,The Sicilian Pizza
4,4,Jan,Sunday,18,48.0,48.0,S,Classic,The Big Meat Pizza
2,2,Jun,Monday,16,32.5,32.5,M,Supreme,The Sicilian Pizza
1,1,May,Saturday,13,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1,1,Jan,Friday,21,12.5,12.5,S,Supreme,The Spicy Italian Pizza
2,2,Mar,Tuesday,17,22.0,22.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Mar,Sunday,21,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
1,1,Apr,Saturday,12,12.0,12.0,S,Classic,The Greek Pizza
1,1,Feb,Saturday,18,20.75,20.75,L,Chicken,The California Chicken Pizza
1,1,Feb,Friday,20,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
2,2,Apr,Tuesday,12,32.0,32.0,M,Classic,The Italian Capocollo Pizza
1,1,May,Thursday,17,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
1,1,Jun,Monday,20,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1,1,Mar,Wednesday,12,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,Jan,Saturday,15,20.25,20.25,L,Veggie,The Mexicana Pizza
1,1,Feb,Sunday,15,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
2,2,Feb,Thursday,19,37.0,37.0,L,Veggie,The Five Cheese Pizza
3,3,Apr,Wednesday,11,62.25,62.25,L,Chicken,The Chicken Pesto Pizza
3,3,Feb,Monday,14,55.5,55.5,L,Veggie,The Five Cheese Pizza
2,2,Apr,Thursday,20,41.5,41.5,L,Supreme,The Italian Supreme Pizza
2,2,Jan,Thursday,19,41.5,41.5,L,Supreme,The Italian Supreme Pizza
1,1,Jan,Sunday,19,20.75,20.75,L,Supreme,The Italian Supreme Pizza
2,2,Feb,Saturday,11,33.0,33.0,L,Classic,The Hawaiian Pizza
1,1,Mar,Monday,20,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1,1,May,Sunday,14,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
2,2,Mar,Saturday,11,41.5,41.5,L,Chicken,The Barbecue Chicken Pizza
1,2,Mar,Friday,13,23.649999618530273,47.29999923706055,S,Supreme,The Brie Carre Pizza
1,1,Jun,Friday,18,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
3,3,Jan,Monday,13,29.25,29.25,S,Classic,The Pepperoni Pizza
2,2,Jan,Saturday,18,32.0,32.0,M,Classic,The Greek Pizza
1,1,Feb,Sunday,14,12.5,12.5,M,Classic,The Pepperoni Pizza
1,1,May,Tuesday,18,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
1,1,Feb,Monday,16,16.0,16.0,M,Classic,The Napolitana Pizza
1,1,May,Wednesday,18,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,Mar,Monday,11,20.25,20.25,L,Veggie,The Mexicana Pizza
2,2,Mar,Thursday,18,30.5,30.5,L,Classic,The Pepperoni Pizza
1,1,Feb,Thursday,15,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,May,Wednesday,18,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1,1,Jan,Sunday,14,12.0,12.0,S,Classic,The Big Meat Pizza
1,1,Feb,Thursday,17,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,1,Feb,Wednesday,13,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,Mar,Tuesday,18,20.5,20.5,L,Classic,The Italian Capocollo Pizza
1,1,Mar,Saturday,13,35.95000076293945,35.95000076293945,XXL,Classic,The Greek Pizza
1,1,Apr,Sunday,13,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,May,Wednesday,13,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1,1,Jan,Monday,15,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,Apr,Monday,21,23.649999618530273,23.649999618530273,S,Supreme,The Brie Carre Pizza
2,2,Feb,Friday,13,25.5,25.5,S,Chicken,The Barbecue Chicken Pizza
1,1,Jan,Thursday,16,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,May,Sunday,13,12.0,12.0,S,Veggie,The Mexicana Pizza
1,1,May,Friday,14,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1,1,Mar,Sunday,19,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Apr,Friday,19,20.75,20.75,L,Supreme,The Pepper Salami Pizza
5,5,Jul,Friday,12,82.5,82.5,M,Supreme,The Italian Supreme Pizza
2,2,Aug,Saturday,17,33.5,33.5,M,Chicken,The California Chicken Pizza
1,1,Nov,Friday,13,20.75,20.75,L,Supreme,The Spicy Italian Pizza
2,2,Jul,Thursday,19,24.0,24.0,S,Veggie,The Green Garden Pizza
1,1,Aug,Sunday,19,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
1,1,Nov,Wednesday,17,16.5,16.5,M,Supreme,The Pepper Salami Pizza
3,3,Nov,Thursday,16,31.5,31.5,S,Classic,The Hawaiian Pizza
1,1,Aug,Monday,16,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
3,3,Sep,Tuesday,17,48.0,48.0,M,Classic,The Classic Deluxe Pizza
3,3,Oct,Friday,18,50.25,50.25,M,Chicken,The Barbecue Chicken Pizza
1,1,Nov,Monday,19,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1,1,Jul,Saturday,18,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,Nov,Tuesday,11,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1,1,Jul,Monday,13,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
1,1,Jun,Monday,20,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
2,2,Nov,Tuesday,16,41.5,41.5,L,Chicken,The Barbecue Chicken Pizza
2,2,Aug,Wednesday,11,33.5,33.5,M,Chicken,The California Chicken Pizza
1,1,Sep,Sunday,20,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
2,2,Jul,Thursday,14,41.5,41.5,L,Supreme,The Soppressata Pizza
1,1,Nov,Saturday,18,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
4,4,Nov,Thursday,13,48.0,48.0,S,Classic,The Big Meat Pizza
1,1,Aug,Friday,19,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,Oct,Friday,19,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1,1,Jul,Friday,14,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,1,Jul,Sunday,17,12.0,12.0,S,Veggie,The Mediterranean Pizza
1,1,Sep,Thursday,15,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
1,1,Jul,Thursday,12,12.5,12.5,M,Classic,The Pepperoni Pizza
2,2,Aug,Wednesday,19,41.0,41.0,L,Classic,The Napolitana Pizza
1,1,Aug,Tuesday,15,20.75,20.75,L,Supreme,The Soppressata Pizza
2,2,Jul,Wednesday,15,25.0,25.0,M,Classic,The Pepperoni Pizza
2,2,Aug,Saturday,19,32.0,32.0,M,Classic,The Greek Pizza
3,3,Oct,Tuesday,20,36.0,36.0,S,Classic,The Big Meat Pizza
1,1,Nov,Tuesday,20,12.75,12.75,S,Chicken,The California Chicken Pizza
2,2,Aug,Wednesday,18,40.5,40.5,L,Supreme,The Sicilian Pizza
1,1,Jun,Sunday,19,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
2,2,Jul,Wednesday,20,22.0,22.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Sep,Wednesday,15,16.0,16.0,M,Veggie,The Mediterranean Pizza
1,1,Aug,Saturday,17,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1,1,Sep,Saturday,14,20.25,20.25,L,Veggie,The Mexicana Pizza
1,1,Nov,Sunday,12,12.0,12.0,S,Veggie,The Green Garden Pizza
1,1,Jul,Saturday,15,16.75,16.75,M,Chicken,The California Chicken Pizza
1,1,Nov,Wednesday,15,20.75,20.75,L,Supreme,The Soppressata Pizza
1,1,Nov,Monday,15,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
1,1,Oct,Saturday,14,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,Nov,Friday,18,33.5,33.5,M,Chicken,The Barbecue Chicken Pizza
1,1,Aug,Friday,21,20.75,20.75,L,Supreme,The Soppressata Pizza
1,1,Jul,Thursday,16,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
2,2,Nov,Tuesday,17,33.5,33.5,M,Chicken,The Chicken Alfredo Pizza
1,1,Jul,Thursday,16,20.75,20.75,L,Chicken,The California Chicken Pizza
1,1,Aug,Thursday,16,12.75,12.75,S,Chicken,The Thai Chicken Pizza
3,3,Nov,Thursday,12,50.25,50.25,M,Chicken,The Barbecue Chicken Pizza
1,1,Nov,Tuesday,13,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,Jul,Thursday,11,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Sep,Friday,18,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1,1,Nov,Tuesday,13,12.5,12.5,S,Supreme,The Soppressata Pizza
1,1,Nov,Sunday,20,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
1,1,Nov,Monday,12,20.25,20.25,L,Supreme,The Calabrese Pizza
1,1,Aug,Thursday,11,12.25,12.25,S,Supreme,The Sicilian Pizza
1,1,Aug,Thursday,14,16.0,16.0,M,Veggie,The Mediterranean Pizza
1,1,Aug,Tuesday,21,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,Aug,Saturday,21,20.25,20.25,L,Veggie,The Mexicana Pizza
1,1,Jul,Sunday,16,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1,1,Nov,Friday,17,16.25,16.25,M,Supreme,The Calabrese Pizza
1,1,Aug,Monday,12,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
1,1,Nov,Monday,16,16.0,16.0,M,Classic,The Greek Pizza
1,1,Jun,Wednesday,15,12.0,12.0,S,Classic,The Big Meat Pizza
1,1,Nov,Wednesday,12,20.75,20.75,L,Chicken,The Chicken Alfredo Pizza
1,1,Oct,Thursday,18,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
1,1,Jul,Tuesday,14,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
1,1,Sep,Friday,19,12.5,12.5,S,Supreme,The Soppressata Pizza
1,1,Jun,Monday,18,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
1,1,Jul,Friday,16,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,Aug,Monday,14,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
1,1,Nov,Monday,18,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1,1,Jul,Sunday,12,16.0,16.0,M,Classic,The Italian Capocollo Pizza
1,1,Jul,Monday,22,16.0,16.0,M,Veggie,The Mexicana Pizza
1,1,Aug,Tuesday,13,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1,1,Jun,Monday,13,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
1,1,Sep,Friday,12,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
1,1,Jun,Saturday,12,20.25,20.25,L,Veggie,The Mexicana Pizza
1,1,Sep,Tuesday,12,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
2,2,Oct,Friday,13,33.0,33.0,M,Supreme,The Italian Supreme Pizza
1,1,Jul,Friday,15,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1,1,Oct,Sunday,18,20.75,20.75,L,Chicken,The California Chicken Pizza
1,1,Nov,Friday,12,12.5,12.5,M,Classic,The Pepperoni Pizza
1,1,Dec,Wednesday,18,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,Dec,Friday,13,12.0,12.0,S,Veggie,The Mediterranean Pizza
2,2,Dec,Wednesday,17,26.5,26.5,M,Classic,The Hawaiian Pizza
1,1,Dec,Monday,19,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
2,2,Dec,Thursday,18,33.0,33.0,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Dec,Saturday,22,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1,1,Dec,Friday,15,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,Dec,Thursday,16,24.0,24.0,S,Classic,The Big Meat Pizza
2,2,Dec,Tuesday,18,41.5,41.5,L,Supreme,The Pepper Salami Pizza
1,1,Dec,Saturday,19,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1,2,Dec,Monday,11,16.75,33.5,M,Chicken,The California Chicken Pizza
1,1,Dec,Monday,20,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Nov,Sunday,20,20.75,20.75,L,Chicken,The Chicken Alfredo Pizza
4,4,Apr,Tuesday,12,82.0,82.0,L,Classic,The Napolitana Pizza
1,1,May,Monday,17,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1,1,Jan,Sunday,19,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1,1,Feb,Sunday,13,20.25,20.25,L,Veggie,The Mexicana Pizza
1,2,Jan,Saturday,20,10.5,21.0,S,Classic,The Hawaiian Pizza
3,3,May,Saturday,15,50.25,50.25,M,Chicken,The Barbecue Chicken Pizza
2,2,Apr,Wednesday,17,41.5,41.5,L,Supreme,The Prosciutto and Arugula Pizza
2,2,Mar,Friday,12,29.0,29.0,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Mar,Tuesday,17,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1,1,Feb,Friday,19,16.75,16.75,M,Chicken,The Thai Chicken Pizza
1,1,May,Monday,14,23.649999618530273,23.649999618530273,S,Supreme,The Brie Carre Pizza
2,2,Apr,Monday,17,33.0,33.0,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Jan,Monday,20,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
1,1,Jan,Thursday,14,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
2,2,May,Friday,21,32.0,32.0,M,Veggie,The Green Garden Pizza
1,1,May,Thursday,18,20.75,20.75,L,Supreme,The Soppressata Pizza
2,2,Feb,Wednesday,21,37.0,37.0,L,Veggie,The Five Cheese Pizza
1,1,Apr,Wednesday,18,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
3,3,Feb,Sunday,17,62.25,62.25,L,Chicken,The California Chicken Pizza
1,1,Feb,Tuesday,14,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1,1,May,Sunday,16,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1,1,Apr,Sunday,15,10.5,10.5,S,Classic,The Hawaiian Pizza
1,1,Jan,Tuesday,20,20.25,20.25,L,Veggie,The Mexicana Pizza
1,1,Jan,Thursday,19,23.649999618530273,23.649999618530273,S,Supreme,The Brie Carre Pizza
1,1,Jun,Monday,21,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Jun,Tuesday,14,17.950000762939453,17.950000762939453,L,Veggie,The Four Cheese Pizza
1,1,Feb,Friday,16,20.5,20.5,L,Classic,The Napolitana Pizza
2,2,May,Tuesday,14,24.0,24.0,S,Veggie,The Mediterranean Pizza
1,1,Jan,Thursday,18,16.0,16.0,M,Classic,The Napolitana Pizza
1,1,Apr,Thursday,15,23.649999618530273,23.649999618530273,S,Supreme,The Brie Carre Pizza
2,2,Feb,Sunday,17,25.5,25.5,S,Chicken,The Thai Chicken Pizza
1,1,Jan,Friday,19,20.75,20.75,L,Chicken,The Chicken Alfredo Pizza
1,1,Mar,Sunday,12,20.75,20.75,L,Supreme,The Spicy Italian Pizza
2,2,May,Sunday,13,32.0,32.0,M,Classic,The Classic Deluxe Pizza
2,2,Jan,Monday,11,41.5,41.5,L,Chicken,The Southwest Chicken Pizza
3,3,Apr,Friday,12,62.25,62.25,L,Veggie,The Spinach Pesto Pizza
1,1,May,Friday,16,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
1,1,Jan,Tuesday,18,12.5,12.5,S,Supreme,The Soppressata Pizza
1,1,Mar,Sunday,13,12.75,12.75,S,Chicken,The California Chicken Pizza
2,2,Jun,Saturday,16,32.0,32.0,M,Veggie,The Spinach and Feta Pizza
2,2,Feb,Wednesday,18,35.900001525878906,35.900001525878906,L,Veggie,The Four Cheese Pizza
2,2,Mar,Friday,16,25.0,25.0,S,Supreme,The Spicy Italian Pizza
1,1,Mar,Friday,13,12.0,12.0,S,Classic,The Italian Capocollo Pizza
1,1,Apr,Wednesday,19,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
1,1,Feb,Monday,19,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,Apr,Sunday,16,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
1,1,Apr,Monday,18,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
1,1,Jan,Wednesday,19,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1,1,Jan,Saturday,18,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
2,3,Jun,Wednesday,16,40.5,60.75,L,Veggie,The Vegetables + Vegetables Pizza
1,1,Jun,Thursday,20,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1,1,Apr,Monday,12,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,Apr,Sunday,21,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,Apr,Monday,13,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
1,1,Jun,Friday,17,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,Apr,Saturday,12,24.0,24.0,S,Classic,The Italian Capocollo Pizza
2,2,May,Friday,17,41.0,41.0,L,Classic,The Napolitana Pizza
2,2,May,Tuesday,18,33.0,33.0,L,Classic,The Hawaiian Pizza
2,2,Feb,Tuesday,14,35.900001525878906,35.900001525878906,L,Veggie,The Four Cheese Pizza
1,1,Apr,Thursday,11,16.5,16.5,M,Supreme,The Spicy Italian Pizza
2,2,Apr,Friday,18,24.0,24.0,S,Veggie,The Vegetables + Vegetables Pizza
2,2,Mar,Sunday,15,40.5,40.5,L,Veggie,The Mediterranean Pizza
1,1,Apr,Monday,19,20.5,20.5,L,Classic,The Greek Pizza
1,1,Jan,Saturday,11,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1,1,Feb,Tuesday,17,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,Jan,Thursday,11,16.0,16.0,M,Veggie,The Mexicana Pizza
1,1,Apr,Tuesday,18,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1,1,Jan,Friday,11,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,1,Jun,Thursday,14,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,Jan,Wednesday,13,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1,1,Nov,Friday,15,16.75,16.75,M,Chicken,The Thai Chicken Pizza
1,1,Oct,Thursday,21,20.75,20.75,L,Chicken,The California Chicken Pizza
2,2,Oct,Tuesday,13,37.0,37.0,L,Veggie,The Five Cheese Pizza
1,1,Nov,Wednesday,14,17.950000762939453,17.950000762939453,L,Veggie,The Four Cheese Pizza
1,1,Jul,Friday,11,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
2,2,Aug,Thursday,14,32.5,32.5,M,Supreme,The Sicilian Pizza
2,2,Oct,Sunday,19,40.5,40.5,L,Supreme,The Sicilian Pizza
1,1,Jun,Friday,14,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1,1,Sep,Friday,19,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
2,2,Oct,Tuesday,20,33.0,33.0,M,Supreme,The Italian Supreme Pizza
2,2,Sep,Saturday,14,24.0,24.0,S,Veggie,The Green Garden Pizza
1,1,Jul,Wednesday,17,14.75,14.75,M,Veggie,The Four Cheese Pizza
2,2,Nov,Friday,22,40.5,40.5,L,Supreme,The Calabrese Pizza
1,1,Aug,Wednesday,18,16.5,16.5,L,Classic,The Hawaiian Pizza
3,3,Jul,Monday,13,45.75,45.75,L,Classic,The Pepperoni Pizza
2,2,Sep,Wednesday,19,32.0,32.0,M,Classic,The Napolitana Pizza
1,1,Aug,Sunday,12,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,Oct,Sunday,13,24.5,24.5,S,Supreme,The Sicilian Pizza
1,1,Aug,Wednesday,11,9.75,9.75,S,Classic,The Pepperoni Pizza
